"Source","Reference","Prediction","BLEU_Score"
"The left ventricular global longitudinal strain was improved significantly from 1 month follow-up after CRT implantation.","Sức căng cơ tim cải thiện sau cấy CRT 1 tháng.","Sự cải thiện về sức căng dọc toàn bộ thất trái sau đặt máy tạo nhịp tim có thể được ghi nhận từ thời điểm 1 tháng sau đặt máy tạo nhịp tim.","3.6612667086153"
"Conclusions: Patients, who underwent CRT implantation, had a reduction of the QRS duration from 133.9 ms to 111.8 ms after 3 months follow-up.","Kết luận: Các bệnh nhân được cấy máy tái đồng bộ cơ tim có thu hẹp phức bộ QRS từ 133,9 ms xuống còn 111,8 ms sau 3 tháng.","Kết luận: Bệnh nhân được cấy máy tạo nhịp tim toàn phần có giảm thời gian QRS từ 133,9 ms xuống 111,8 ms sau 3 tháng theo dõi.","35.323174003401"
"Evaluation of the result of intracranial aneurysm microsurgical treatment by clipping","Đánh giá kết quả điều trị phình động mạch não bằng phẫu thuật kẹp clip vi phẫu","Đánh giá kết quả điều trị túi phình động mạch não bằng phương pháp vi phẫu cắt túi phồng","47.027738719234"
"Three genes p53, rarα1, wnt and liver of Medaka fish tissue were selected to study the toxicity of DDT to fish embryo (8 days old) and adult Medaka fish (3 months old).","Ba gen p53, rarα1, wnt và gan cá Medaka được lựa chọn để nghiên cứu độc tính của Dichlorodiphenyl-trichloroethane (DDT) đến phôi cá (08 ngày tuổi) và cá Medaka trưởng thành (03 tháng tuổi).","Ba gen p53, rar α 1, wnt và liver của cá Mức chôn được chọn để nghiên cứu độc tính của DDT đối với phôi cá Mức chôn (8 ngày tuổi) và cá Mức chôn trưởng thành (3 tháng tuổi).","36.413850425758"
"TEM and real-time PCR methods were used to examine changes in structure of liver tissue and genetic expression.","Phương pháp TEM và real-time PCR được sử dụng để kiểm tra sự thay đổi trong cấu trúc mô gan và sự biểu hiện của gen.","Các phương pháp TEM và real - time PCR được sử dụng để khảo sát sự thay đổi cấu trúc mô gan và biểu hiện di truyền.","35.612539574544"
"The TEM results recorded a clear difference between the control and the experimental sample.","Kết quả chụp TEM ghi nhận sự khác biệt rõ ràng giữa mẫu đối chứng và mẫu thử nghiệm.","Kết quả TEM cho thấy có sự khác biệt rõ rệt giữa mẫu đối chứng và mẫu thực nghiệm.","41.946851582621"
"Adult Medaka fish exposed to 1 μg / L DDT for 24 hours has a distorted liver cell nucleus with many hollow lipid particles, and the sinus-shaped meshes are clustered, interrupted; lysosome is not intact with many degenerative bubbles.","Cá Medaka trưởng thành phơi nhiễm với 1 μg / L DDT trong 24 h có nhân tế bào gan méo mó, xuất hiện nhiều hạt lipit rỗng, các tấm lưới hình sin bị co cụm, đứt đoạn; lysosome không còn nguyên vẹn, xuất hiện nhiều bong bóng thoái hoá.","Các cá lớn phát triển ở môi trường chứa DDT 1 μg / L trong 24 giờ có biểu hiện tổn thương trên tế bào gan: các tế bào gan bị lõm, có nhiều hạt bơm chất lipid, hình thoi, cột sống và không còn cấu trúc của tế bào gan; các mảnh lưới hình thoi được lồng ghép, chia cắt, mất tính trung gian, tổ chức tế bào gan bị thoái hoá, có nhiều vi thể tế bào gan bị hoại tử.","5.9359624327943"
"The results of real-time PCR analysis showed that DDT affects the development, different and proliferation of cells in the embryonic stage and gene expression in adult stage.","Kết quả chạy real-time PCR cho thấy DDT ảnh hưởng đến sự phát triển, biệt hoá và tăng sinh của tế bào ở giai đoạn phôi và biểu hiện gen ở giai đoạn trưởng thành.","Kết quả phân tích bằng kỹ thuật Realtime PCR cho thấy DDT ảnh hưởng đến sự phát triển, sự khác biệt và tăng sinh của tế bào trong giai đoạn phôi thai và biểu hiện gen ở giai đoạn người trưởng thành.","53.016806702276"
"All three genes p53, rarα1 and wnt in fish embryos changed strongly and tended to be inhibited when exposuring with 1700 μg / L DDT, the values were recorded respectively 0.9; 4.9 and 5.4 times compared to the control sample (1 times).","Cả ba gen p53, rarα1 và wnt ở phôi cá đã biến đổi mạnh mẽ và có xu hướng bị ức chế khi phơi nhiễm với 1700 μg / L DDT, các giá trị ghi nhận lần lượt là 0,9; 4,9 và 5,4 lần so với mẫu đối chứng (1 lần).","Cả ba gen p53, rar α1 và wnt trong phôi cá thay đổi mạnh và có xu hướng bị ức chế khi tiếp xúc với 1700 μg / l DDT, giá trị lần lượt được ghi nhận là 0,9; 4,9 và 5,4 lần so với mẫu đối chứng (lần 1).","51.114426216675"
"For adult fish, gene expression was lower than fish embryos with real-time PCR analysis values for the three genes p53, rarα1 and wnt respectively 0.9 and 0.5; 0.36 and 0.09; 0.53 and 0.09 times after exposure to 1500 and 1700 μg / L DDT.","Đối với cá trưởng thành, sự biểu hiện của gen thấp hơn so với phôi cá với các giá trị chạy real-time PCR ở ba gen p53, rarα1 và wnt lần lượt là 0,9 và 0,5; 0,36 và 0,09; 0,53 và 0,09 lần sau khi phơi nhiễm với 1500 và 1700 g / L DDT.","Đối với cá nhân lớn, biểu hiện gen thấp hơn so với phôi con với giá trị phân tích Realtime PCR cho 3 gen p53, rar α1 và wnt lần lượt là 0,9 và 0,5; 0,36 và 0,09; 0,53 và 0,09 lần sau khi tiếp xúc với 1500 và 1700 μg / l DDT.","50.202745558625"
"These results demonstrated that gene expression is dependent on the developmental stage of the cell as well as on the dose of the chemical exposed.","Kết quả này chứng tỏ rằng sự biểu hiện của gen phụ thuộc vào các giai đoạn phát triển của tế bào cũng như liều lượng của hoá chất phơi nhiễm.","Kết quả này cho thấy biểu hiện gen tuỳ thuộc vào giai đoạn phát triển của tế bào cũng như liều hoá chất tiếp xúc.","37.843130715045"
"The development, cell differentiation / proliferation in the embryonic and adulthood stages affected differently to the cell gene expression.","Sự biệt hoá cũng như phát triển và tăng sinh của tế bào ở giai đoạn phôi và trưởng thành ảnh hưởng khác nhau đến sự biểu hiện gen của tế bào.","Sự phát triển, sự biệt hoá tế bào trong giai đoạn phôi và tuổi trưởng thành ảnh hưởng khác nhau đến biểu hiện gen tế bào.","36.593736133567"
"Preventive factors for hypertension in persons 30 years and older in Hai Chau district, Da Nang city","Các yếu tố dự phòng tăng huyết áp ở người dân từ 30 tuổi trở lên tại quận Hải Châu, thành phố Đà Nẵng","Yếu tố dự phòng tăng huyết áp ở người từ 30 tuổi trở lên tại huyện Hải Châu, thành phố Đà Nẵng","68.95668685362"
"Objective: To describe the clinical and subclinical characteristics of patients with persistent mass at Hanoi Obstetrics and Gynecology Hospital in 2020 - 2021.","Mục tiêu: Mô tả đặc điểm lâm sàng, cận lâm sàng của người bệnh chảy máu do khối máu tụ - rau sau hút chửa trên SMLT tại bệnh viện Phụ Sản Hà Nội năm 2020-2021.","Mục tiêu: Mô tả đặc điểm lâm sàng và cận lâm sàng của bệnh nhân sẹo vú dai dẳng tại Bệnh viện Phụ sản Hà Nội năm 2020-2021.","39.773889485384"
"Method: this is a cross-sectional study.","Phương pháp nghiên cứu: mô tả cắt ngang tiến cứu.","Phương pháp nghiên cứu: Mô tả cắt ngang.","44.300069361968"
"Results: 32 cases of persistent mass included.","Kết quả: 32 trường hợp rong huyết và băng huyết có khối máu tụ-rau sau hút chửa trên SMLT.","Kết quả: Có 32 trường hợp khối sẹo tồn lưu sau phẫu thuật.","12.204552478505"
"100% of patients suffered anemia, the persistent mass is less than 4 cm accounting for 75%.","100% bệnh nhân thiếu máu, khối máu tụ-rau có kích thước < 4cm chiếm 75%.","100% bệnh nhân có thiếu máu, khối kéo dài dưới 4cm chiếm 75%.","45.502053695691"
"Myometrial thickness > 2 m accounting for 75% of cases.","Độ dày cơ tử cung > 2m chiếm 75% trường hợp.","Độ dày cơ trung bình của cơ tử cung > 2 mét chiếm tỷ lệ 75%.","22.250253290431"
"Conclusion: persistent mass leads to prolonged vaginal haemorrhage mainly, small size less than 4 cm and myometrial thickness > 2 mm is the main feature of the mass.","Kết luận: khối máu tụ-rau dẫn tới tình trạng rong huyết kéo dài là chủ yếu, kích thước nhỏ dưới 4 cm và độ dày của cơ > 2mm là đặc điểm chính của khối.","Kết luận: khối sẹo kéo dài gây ra tình trạng chảy máu âm đạo kéo dài chủ yếu, kích thước nhỏ dưới 4cm và độ dày cơ trung bình > 2mm là đặc điểm chính của khối sẹo.","42.752940893923"
"Factors related to walking rehabilitation for patients with hemiplegia due to ischemic stroke","Các yếu tố liên quan đến khả năng đi trên bệnh nhân liệt nửa người do nhồi máu não","Một số yếu tố liên quan đến phục hồi chức năng đi của người bệnh liệt nửa người do nhồi máu não","46.086624699737"
"Prophylaxis treatment of bleeding in patients with hemophilia A (HA) helps limit bleeding, prevent and minimize complications.","Dự phòng xuất huyết trên người bệnh hemophilia A (HA) giúp người bệnh hạn chế tình trạng xuất huyết, phòng ngừa và giảm thiểu hậu quả các biến chứng do bệnh gây ra.","Điều trị dự phòng chảy máu ở bệnh nhân hemophilia A (HA) giúp hạn chế chảy máu, ngăn ngừa và giảm thiểu các biến chứng.","24.157245879399"
"Emicizumab is a prophylactic drug for HA, used in the European Union, the US, Japan and many countries around the world [10] with proven effectiveness and safety by many clinical studies [5].","Emicizumab là thuốc dự phòng xuất huyết trong điều trị bệnh HA, được sử dụng ở liên minh Châu Âu, Mỹ, Nhật Bản và nhiều nước trên thế giới [10] với hiệu quả và độ an toàn được chứng minh trong nhiều nghiên cứu lâm sàng [5].","Emicizumab là thuốc dự phòng bệnh VNTM, được sử dụng ở nhiều nước châu Âu, Mỹ, Nhật Bản và nhiều quốc gia trên thế giới [10], với hiệu quả và tính an toàn rõ rệt của nhiều nghiên cứu lâm sàng [5].","52.898232949102"
"However, the high cost of the drug is a huge barrier against wider application.","Tuy nhiên, chi phí cao trong dự phòng xuất huyết đối với người bệnh HA là rào cản khi chỉ định thuốc cho người bệnh.","Tuy nhiên, chi phí cao của thuốc là một rào cản lớn đối với việc áp dụng rộng rãi.","22.189763462973"
"Thus, it is necessary to evaluate the feasibility of drug using in clinical practice based on a cost-effectiveness analysis, in which the first important step is to build up a specific model for Vietnamese patient population.","Do đó cần xem xét tính khả thi của việc lựa chọn thuốc trên lâm sàng dựa trên phân tích chi phí – hiệu quả, trong đó bước đầu tiên quan trọng là xây dựng mô hình phân tích chi phí –hiệu quả phù hợp với quần thể bệnh nhân Việt Nam.","Vì vậy, cần đánh giá tính khả thi của việc sử dụng thuốc trong thực hành lâm sàng dựa trên phân tích chi phí – hiệu quả, trong đó bước quan trọng nhất là xây dựng mô hình cụ thể cho người bệnh Việt Nam.","43.353888424963"
"Using modelling methods combined with literature review and consultation with clinical experts, the study builds a cost-effectiveness analysis model based on Microsoft Excel 2016 with a model structure factoring in the particular clinical settings of Vietnam.","Sử dụng phương pháp mô hình hoá kết hợp với tổng quan tài liệu và tham vấn ý kiến các chuyên lâm sang, nghiên cứu đã xây dựng mô hình phân tích chi phí – hiệu quả dựa trên phần mềm Microsoft Excel 2016 với cấu trúc mô hình phù hợp với bối cảnh lâm sàng tại Việt Nam.","Sử dụng phương pháp mô hình hoá kết hợp với tổng quan tài liệu và tư vấn ý kiến các chuyên gia lâm sàng, nghiên cứu xây dựng mô hình phân tích chi phí – hiệu quả dựa trên phần mềm Microsoft Excel 2016 với cấu trúc mô hình phân tích có tính chất đặc thù về thực tế lâm sàng tại Việt Nam.","68.779930333674"
"Treatment effects of first-line chemotherapy with paclitaxel – carboplatin regimen on patients with stage IV non-small cell lung cancer","Hiệu quả của phác đồ paclitaxel + carboplatin trong điều trị bước 1 ung thư phổi không tế bào nhỏ giai đoạn IV","Đánh giá kết quả điều trị bước một hoá chất phác đồ paclitaxel – carboplatin trên bệnh nhân ung thư phổi không tế bào nhỏ giai đoạn IV","42.728700639623"
"The study involved 171 consecutive patients scheduled for elective coronary surgery at Hanoi Heart Hospital from 6/2016 - 8/2018.","Nghiên cứu đánh giá biến đổi QRS trước và sau phẫu thuật cầu nối chủ vành.Đối tượng nghiên cứu: 171 bệnh nhân trải qua phẫu thuật cầu nối chủ vành tại Bệnh viện Tim Hà nội từ 6/2016 đến 8/2018.","Nghiên cứu được thực hiện trên 171 bệnh nhân (BN) được chỉ định phẫu thuật ĐMV tại Bệnh viện Tim Hà Nội từ tháng 6/2016 – 8/2018.","17.532542034564"
"Main results: Mean age 65, 05 ± 7, 41 years; 78, 4% male.","Kết quả: Tuổitrung bình 65,05 ± 7,41 năm, chủ yếu là nam giới (78,4%).","Kết quả chính: Tuổi trung bình 65,05 ± 7,41 tuổi; nam giới chiếm 78,4%.","18.830095106396"
"The occurrence of hemodynamic instability (n=45, 26, 3%) was associated with a longer preoperative QRS duration.","Sự xuất hiện mất ổn định huyết động (n = 45; 26,3%) có liên quan đến QRS rộng trước phẫu thuật tồn tại sau phẫu thuật.","Sự xuất hiện sự mất ổn định huyết động (n= 45,26, 3%) có liên quan đến thời gian QRS trước mổ kéo dài hơn.","42.552338403341"
"The QRS duration was also longer (QRS ≥ 90 miligiây) in patients who developed acute heart failure need inotropic drugs (36, 4% vs15, 7%; p< 0, 05).","Tỷ lệ mất ổn định huyết động cao hơn ở nhóm QRS ≥ 90 miligiây (36,4% so với 15,7%; p < 0,05).","Thời gian QRS cũng dài hơn ở nhóm bệnh nhân có biến chứng suy tim cấp cần dùng thuốc ondansin (36,4% so với 15,7%; p < 0,05).","41.295510006121"
"Conclusions: The intraventricular conduction delay, or QRS duration, was associated with a higher risk of postoperative hemodynamic instability following coronary surgery.","Kết luận: Sự chậm trễ dẫn truyền trong thất, hayphức bộ QRS rộng có liên quan đến nguy cơ mất ổn định huyết động cao hơn sau phẫu thuật cầu nối chủ vành.","Kết luận: Thời gian dẫn truyền thất trái và thời gian độ dài của QRS có liên quan với sự mất ổn định huyết động sau phẫu thuật tim mạch vành.","21.24858863011"
"Effectiveness of health education intervention on adherence to non - pharmacological treatment among patients with hypertensive at Nam Dinh general hospital","Đánh giá thay đổi tuân thủ một số biện pháp kiểm soát huyết áp không dùng thuốc của người bệnh tăng huyết áp điều trị ngoại trú tại bệnh viện đa khoa tỉnh Nam Định","Hiệu quả can thiệp giáo dục sức khoẻ về tuân thủ điều trị ngoại trú của người bệnh tăng huyết áp tại Bệnh viện Đa khoa tỉnh Nam Định","28.52995716056"
"To describe the situation, change practice the behavior of some measures to control non-pharmacological blood pressure after health education intervention in hypertensive patients on outpatient treatment at Nam Dinh General Hospital in 2016.","Mô tả thực trạng, thay đổi hành vi thực hành một số biện pháp kiểm soát huyết áp không dùng thuốc sau can thiệp giáo dục sức khoẻ ở người bệnh tăng huyết áp đang điều trị ngoại trú tại Bệnh viện Đa khoa tỉnh Nam Định năm 2016.","Mô tả thực trạng thay đổi hành vi và mức độ tuân thủ của một số biện pháp điều trị ngoại trú ở bệnh nhân tăng huyết áp (THA) có chỉ định sử dụng thuốc tại Bệnh viện Đa khoa tỉnh Nam Định năm 2016.","41.098310398984"
"Method: The subjects of the study were patients with hypertension over 40 years old who were outpatient treatment at Nam Dinh General Hospital.","Đối tượng và phương pháp nghiên cứu: Đối tượng nghiên cứu là những người bệnh tăng huyết áp trên 40 tuổi điều trị ngoại trú tại Bệnh viện Đa khoa tỉnh Nam Định.","Đối tượng nghiên cứu là bệnh nhân tăng huyết áp trên 40 tuổi điều trị ngoại trú tại Bệnh viện Đa khoa tỉnh Nam Định.","60.970602084283"
"The 8-week pre-and post intervention study was conducted with 118 patients using available questionnaires about a number of non-pharmacological measures of blood pressure control such as alcohol restriction, tobacco / pipe tobacco use, Sports mode, blood pressure monitoring mode.","Nghiên cứu can thiệp có so sánh trước và sau 8 tuần thực hiện với 118 người bệnh bằng bộ câu hỏi có sẵn về một số biện pháp kiểm soát huyết áp không dùng thuốc như hạn chế rượu bia, sử dụng thuốc lá / thuốc lào, chế độ thể dục thể thao, chế độ theo dõi huyết áp.","Nghiên cứu can thiệp 8 tuần có so sánh trước sau được thực hiện trên 118 người bệnh sử dụng bộ câu hỏi có sẵn về một số biện pháp kiểm soát huyết áp không thuốc là hạn chế rượu bia, hút thuốc lá / thuốc lào, tập thể dục, phương thức đo huyết áp.","49.657445335808"
"Results: The status of non-smoking / pipe tobacco compliance 93, 2%, alcohol and alcohol restriction 89, 8%, exercise and exercise 39, 8%, blood pressure monitoring 8, 5%.","Kết quả: Thực trạng tuân thủ không hút thuốc lá / thuốc lào 93,2%, tuân thủ hạn chế rượu bia 89,8%, tuân thủ tập thể dục thể thao 39,8%, tuân thủ theo dõi huyết áp 8,5%.","Kết quả: Thực trạng tuân thủ không hút thuốc lá / thuốc lào 93,2%, uống rượu bia và hạn chế rượu 89,8%, tập thể dục và luyện tập 39,8%, theo dõi huyết áp 8,5%.","61.048029348122"
"After the intervention, the compliance with non-smoking compliance improved 94, 9%, alcohol restriction 96, 6%, exercise and exercise 54, 2%, follow-up blood pressure 39, 8%.","Sau can thiệp các tuân thủ đều có sự cải thiện cụ thể tuân thủ không hút thuốc 94,9%, tuân thủ hạn chế rượu bia 96,6%, tuân thủ tập thể dục thể thao 54,2%, tuân thủ theo dõi huyết áp 39,8%.","Sau can thiệp, tỷ lệ tuân thủ không hút thuốc lá và hạn chế rượu bia đều tăng lên với lần lượt là 94,9% và 96,6%, tỷ lệ tuân thủ luyện tập thể dục thể lực là 54,2%, tỷ lệ kiểm tra huyết áp thường quy là 39,8%.","24.25165555213"
"Identifying genetic mutations causing thalassemia in children at Haiphong children’s hospital","Xác định đột biến gen gây bệnh thalassemia ở trẻ em tại Bệnh viện Trẻ em Hải Phòng","Xác định đột biến gen gây bệnh thalassemia ở trẻ em tại Bệnh viện Trẻ em Hải Phòng","100"
"Evaluate the current state of the quality of insured outpatient services (clinical time, patient satisfaction) and evaluate the effectiveness of the LSS improvement in some steps in the process.","Đánh giá thời gian quy trình và sự hài lòng người bệnh với dịch vụ khám chữa bệnh ngoại trú có BHYT và Đánh giá hiệu quả của việc cải tiến bằng mô hình LSS vào một số bước trong quy trình khảo sát.","Đánh giá thực trạng chất lượng dịch vụ khám chữa bệnh bảo hiểm y tế (giao dịch lâm sàng, sự hài lòng của người bệnh) và đánh giá hiệu quả cải tiến tại một số bước trong quá trình.","21.305007573549"
"Result: 32 causes of ineffective activities were identified in two screening procedures.","Xác định và đề xuất giải pháp cho 32 nguyên nhân gây ra các hoạt động không hiệu quả trong 2 quy trình khảo sát.","Kết quả: Có 32 nguyên nhân gây không hiệu quả hoạt động của người chăm sóc trẻ được xác định trong hai quy trình sàng lọc.","15.639686545296"
"The goal of improving survey process timing and patient satisfaction is 20%.","Mục tiêu cải thiện thời gian của hai quy trinh khảo sát và sự hài lòng người bệnh là 20%.","Mục tiêu cải thiện thời gian thực hiện cuộc khảo sát và mức độ hài lòng của người bệnh là 20%.","49.380155419367"
"After improvements in the Lean Six Sigma model, positive results on the timing of the two procedures were obtained, including the expected length of the registration process (<40 minutes) was improved by 13.8%, the expected length of dosage regimen (<20 minutes) was improved by 22.9%, and the satisfaction level of patients was improved by 11.5%.","Sau cài tiến, thời gian quy trình đăng ký thủ tục khám chữa bệnh mong đợi (< 40 phút) cải thiện 13,8%, thời gian quy trình cấp phát thuốc mong đợi (< 20 phút) cải thiện 22,9% và mức độ hài lòng của người bệnh cải thiện 11,5%.","Sau khi cải tiến mô hình Lean Six Sigma, kết quả cho thấy thời gian thực hiện quy trình hai thủ tục đã được cải thiện rõ rệt: thời gian thực hiện quy trình đăng ký (< 40 phút) tăng 13,8%; thời gian thực hiện quy trình điều trị (Dose) (< 20 phút) tăng 22,9% và mức độ hài lòng của người bệnh (HIVQ) được cải thiện rõ rệt với tỷ lệ đạt ≥ 70% lần lượt là 11,5%.","24.295710894546"
"Study the plasma folic acid levels in patients with alcoholic liver cirrhosis","Nghiên cứu nồng độ acid folic huyết tương trên bệnh nhân xơ gan do rượu","Nghiên cứu nồng độ acid folic huyết tương ở bệnh nhân xơ gan do rượu","80.03203203845"
"Colon diseases are increasingly detected due to the development of colonoscopic techniques, especially colorectal cancer.","Bệnh lý đại tràng ngày càng phát hiện được nhiều nhờ vào phương tiện nội soi đại tràng, đặc biệt ung thư đại trực tràng.","Bệnh lý đại tràng ngày càng phát hiện được do sự phát triển của các kỹ thuật nội soi đại tràng đặc biệt là ung thư đại trực tràng.","51.53978826719"
"Annually, the hospital of Can Tho University of Medicine and Pharmacy has many patients coming for examination, treatment, and colonoscopy.","Hàng năm, Bệnh viện trường Đại học Y Dược Cần Thơ có nhiều bệnh nhân đến khám, điều trị và nội soi đại tràng.","Bệnh viện Đại học Y Dược Cần Thơ hàng năm có nhiều bệnh nhân đến khám, điều trị và nội soi đại tràng.","73.557397301339"
"Therefore, we want to build a disease model of colon diseases in patients who come for examination and colonoscopy at Can Tho University of Medicine and Pharmacy hospital.","Vì vậy, chúng tôi muốn xây dựng mô hình bệnh tật các bệnh lý đại tràng ở các bệnh nhân đến khám và nội soi đại tràng tại Bệnh viện trường Đại học Y Dược Cần Thơ.","Do đó, chúng tôi muốn xây dựng mô hình bệnh tật bệnh lý đại tràng ở những bệnh nhân đến khám và nội soi đại tràng tại Bệnh viện trường Đại học Y Dược Cần Thơ.","80.933733225307"
"Objectives: To describe the clinical characteristics, the incidence of colon diseases, and the relationship between clinical and endoscopic images in patients who come to Can Tho University of Medicine and Pharmacy hospital.","Mục tiêu: Mô tả đặc điểm lâm lâm sàng, tỷ lệ các bệnh lý đại tràng và mối liên quan giữa lâm sàng và hình ảnh nội soi ở các bệnh nhân đến khám tại bệnh viện trường Đại học Y Dược Cần Thơ.","Mục tiêu nghiên cứu: Mô tả đặc điểm lâm sàng, tỉ lệ mắc bệnh đại tràng và mối liên quan giữa lâm sàng với hình ảnh nội soi ở bệnh nhân đến khám tại Bệnh viện trường Đại học Y Dược Cần Thơ.","61.420286943234"
"Materials and methods: A cross-sectional descriptive study on 722 patients who came to Can Tho University of Medicine and Pharmacy Hospital for examination and endoscopy in the first six months of 2021.","Đối tượng và phương pháp nghiên cứu: mô tả tiến cứu, cắt ngang trên 722 bệnh nhân đến khám và nội soi tại Bệnh viện Trường Đại học Y Dược Cần Thơ trong 6 tháng đầu năm 2021.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang trên 722 bệnh nhân đến khám và nội soi tại Bệnh viện Trường Đại học Y Dược Cần Thơ trong 6 tháng đầu năm 2021.","85.746446148494"
"Results: The rate of colonic disease through colonoscopy was 35.4% normal, 31.3% polyps, 10% ulcerative colitis, 6.1% colon tumors and 4% diverticula.","Kết quả: Tỷ lệ bệnh lý đại tràng qua nội soi có 35,4% bình thường, 31,3% polyp, 10% viêm loét đại tràng, 6,1% u đại tràng và 4% túi thừa.","Kết quả: Tỷ lệ bệnh đại tràng qua nội soi đại tràng là 35,4% bình thường, 31,3% polyp, 10% viêm loét đại tràng, 6,1% u đại tràng và 4% túi thừa.","84.416412434384"
"The relationships between the symptoms of abdominal pain, bowel disorders, stool disorders, ulcerative colitis, colon tumors, age group, and polyps, colon tumors with p<0, 05.","Mối liên quan giữa triệu chứng đau bụng, rối loạn đại tiện, rối loạn tính chất phân và bệnh lý viêm loét đại tràng, u đại tràng, mối liên quan giữa nhóm tuổi và bệnh lý polyp, u đại tràng với p < 0,05.","Mối liên quan giữa các triệu chứng đau bụng, rối loạn đại tiện, rối loạn phân, viêm loét đại tràng, u đại tràng, nhóm tuổi, và vị trí u ở đại tràng với p < 0,05.","55.241594772956"
"Conclusion: Colonoscopy is necessary for patients ≥40 years old with bowel disorders and stool disorders to detect colon diseases early.","Kết luận: Nội soi đại tràng rất cần thiết ở các bệnh nhân ≥ 40 tuổi, có rối loạn đại tiện và rối loạn tính chất phân để phát hiện sớm các bệnh lý đại tràng","Kết luận: Nội soi đại tràng là phương pháp hữu ích trong phát hiện sớm các bệnh lý đại tràng.","27.826624409081"
"Evaluation of the results of patient's early eating after hepatectomy for hepatocellular carcinoma","Đánh giá kết quả cho bệnh nhân ăn sớm sau cắt gan điều trị ung thư biểu mô tế bào gan","Đánh giá kết quả ăn uống sớm của bệnh nhân sau phẫu thuật cắt gan điều trị ung thư biểu mô tế bào gan","57.418658700626"
"The quality of the test makes a very important contribution to the diagnosis, especially the diseases of cancer, endocrinology, thyroid gland,... [3], so the good implementation and monitoring of the test quality at the hospitals have been required by the Ministry of Health, which must monitor and evaluate monthly through external quality assessment to overcome and develop measures to improve testing quality [1], [7].","Chất lượng xét nghiệm góp phần rất quan trọng đối với các chẩn đoán, đặc biệt các bệnh về ung thư, nội tiết, tuyến giáp, … [3], do đó việc thực hiện tốt và theo dõi chất lượng xét nghiệm tại các cơ sở y tế đã được Bộ Y tế quy định bắt buộc, trong đó phải giám sát, đánh giá hàng tháng thông qua ngoại kiểm tra chất lượng nhằm khắc phục và xây dựng các biện pháp nâng cao chất lượng xét nghiệm [1], [7].","Chất lượng xét nghiệm đóng vai trò quan trọng trong chẩn đoán bệnh, đặc biệt là các bệnh về ung thư, nội tiết, tuyến giáp … [3] vì vậy việc thực hiện tốt và giám sát chất lượng xét nghiệm tại các bệnh viện cần được Bộ Y tế yêu cầu, phải giám sát và đánh giá hàng tháng qua các xét nghiệm ngoại kiểm nhằm khắc phục và phát triển các biện pháp cải tiến nâng cao chất lượng xét nghiệm [1], [7].","46.509221508325"
"This study analyzed the 2021 external quality assessment results for immunoassays and found that: immunoassays are prone to errors at low concentrations; the errors of the tests of the cancer marker group and the thyroid group were relatively higher than the other groups; quality control chemicals / reactants degraded, instrument calibration should be focused on more.","Nghiên cứu tiến hành phân tích kết quả ngoại kiểm của năm 2021 đối với các xét nghiệm miễn dịch và nhận thấy: các xét nghiệm thuộc nhóm miễn dịch dễ bị sai số ở ngưỡng nồng độ thấp; sai số của các xét nghiệm nhóm chỉ dấu ung thư và nhóm tuyến giáp tương đối cao hơn các nhóm khác; lưu ý kiểm soát chất lượng hoá chất / thuốc thử giảm chất lượng, hiệu chuẩn thiết bị.","Nghiên cứu phân tích kết quả ngoại kiểm cho các xét nghiệm miễn dịch và tìm thấy: các xét nghiệm có nguy cơ mắc sai sót ở nồng độ thấp; các xét nghiệm thuộc nhóm dấu ấn ung thư và nhóm tuyến giáp có tỉ lệ mắc sai sót tương đối cao hơn các nhóm khác; chất lượng kiểm tra / nguyên liệu được kiểm soát bị thải rắn, trung định hoá thực nghiệm cần chú ý tập trung vào nhiều hơn.","36.950931433603"
"Tracheal diverticulum - in one case","Túi thừa khí quản - nhân một trường hợp","Túi thừa khí quản – một trường hợp","44.12484512923"
"To evaluate the efficacy of miniscrews for whole arch distalization from researchs in the past 20 years.","Đánh giá hiệu quả di xa toàn hàm hàm trên và hàm dưới bằng mini vít từ các nghiên cứu trong 20 năm trở lại đây.","Đánh giá kết quả của kỹ thuật miniscrews điều trị phẫu thuật nắn chỉnh toàn bộ xương hàm dưới từ những năm gần đây.","5.4725383866733"
"Occlusion plane rotates counterclockwise during maxillary whole arch distalization and anticlockwise during mandibular whole arch distalization.","Mặt phẳng cắn xoay ngược chiều kim đồng hồ khi di xa hàm trên và ngược chiều kim đồng hồ khi di xa hàm dưới.","Bóng xoay quay trở về phía bên ngoài khi phẫu thuật nắn chỉnh toàn bộ hàm trên và bên trong.","6.336005059949"
"Upper lip retracts up to 2.5 mm, lower lip retracts up to 2.0 mm.","Môi trên lùi tối đa 2,5 mm và môi dưới lùi tối đa 2,0 mm khi di xa toàn bộ.","Lip trên kéo back up to 2,5 mm, môi dưới kéo back down to 2,0 mm.","6.7672891459765"
"Conclusion: Miniscrews are effective in whole arch distalization.","Kết luận: Mini vít được sử dụng hiệu quả để di xa toàn bộ hàm trên và hàm dưới.","Kết luận: Cấy ghép miniscrews là phương pháp hiệu quả trong điều trị hẹp vòm miệng.","8.9062533831552"
